Scaling parameters by 0.62 to account for a batch size of 5.
Per-GPU batch size is less than the recommended limit for batch norm. Disabling batch norm.
loading annotations into memory...
Done (t=4.14s)
creating index...
index created!
loading annotations into memory...
Done (t=0.69s)
creating index...
index created!
Resuming training, loading yolact_data/weights/yolact_plus_base_54_800000.pth...
Ignoring "Error(s) in loading state_dict for Yolact:
	size mismatch for maskiou_net.maskiou_net.10.weight: copying a param with shape torch.Size([80, 128, 1, 1]) from checkpoint, the shape in current model is torch.Size([1, 128, 1, 1]).
	size mismatch for maskiou_net.maskiou_net.10.bias: copying a param with shape torch.Size([80]) from checkpoint, the shape in current model is torch.Size([1]).
	size mismatch for prediction_layers.0.conf_layer.weight: copying a param with shape torch.Size([729, 256, 3, 3]) from checkpoint, the shape in current model is torch.Size([18, 256, 3, 3]).
	size mismatch for prediction_layers.0.conf_layer.bias: copying a param with shape torch.Size([729]) from checkpoint, the shape in current model is torch.Size([18]).
	size mismatch for semantic_seg_conv.weight: copying a param with shape torch.Size([80, 256, 1, 1]) from checkpoint, the shape in current model is torch.Size([1, 256, 1, 1]).
	size mismatch for semantic_seg_conv.bias: copying a param with shape torch.Size([80]) from checkpoint, the shape in current model is torch.Size([1])."
Begin training!

[  0]     680 || B: 0.461 | C: 1.129 | M: 0.340 | S: 0.072 | I: 0.033 | T: 2.035 || ETA: 0:22:27 || timer: 0.403
[  0]     690 || B: 0.471 | C: 1.124 | M: 0.348 | S: 0.072 | I: 0.036 | T: 2.051 || ETA: 0:22:23 || timer: 0.404
[  0]     700 || B: 0.463 | C: 1.108 | M: 0.349 | S: 0.071 | I: 0.033 | T: 2.024 || ETA: 0:22:19 || timer: 0.406
[  0]     710 || B: 0.451 | C: 1.084 | M: 0.350 | S: 0.071 | I: 0.035 | T: 1.990 || ETA: 0:22:15 || timer: 0.407
[  0]     720 || B: 0.435 | C: 1.066 | M: 0.353 | S: 0.069 | I: 0.034 | T: 1.957 || ETA: 0:22:11 || timer: 0.411
[  0]     730 || B: 0.449 | C: 1.060 | M: 0.352 | S: 0.069 | I: 0.036 | T: 1.966 || ETA: 0:22:07 || timer: 0.404
[  0]     740 || B: 0.447 | C: 1.056 | M: 0.352 | S: 0.070 | I: 0.036 | T: 1.960 || ETA: 0:22:03 || timer: 0.408
[  0]     750 || B: 0.428 | C: 1.035 | M: 0.341 | S: 0.069 | I: 0.035 | T: 1.909 || ETA: 0:21:59 || timer: 0.407
[  0]     760 || B: 0.441 | C: 1.037 | M: 0.335 | S: 0.067 | I: 0.034 | T: 1.914 || ETA: 0:21:55 || timer: 0.407
[  0]     770 || B: 0.458 | C: 1.032 | M: 0.337 | S: 0.066 | I: 0.034 | T: 1.926 || ETA: 0:21:51 || timer: 0.409
